HEAD
    -0.00056207    -0.00058877    -0.00061324    -0.00063455    -0.00065270    -0.00066770    -0.00067954    -0.00068821    -0.00069373    -0.00069608    -0.00069526    -0.00069127    -0.00068411    -0.00067378    -0.00066028    -0.00064359    -0.00062373    -0.00060069    -0.00057447    -0.00054506    -0.00051247
     0.02162528     0.02159959     0.02157619     0.02155554     0.02153764     0.02152251     0.02151013     0.02150052     0.02149368     0.02148962     0.02148832     0.02148980     0.02149405     0.02150108     0.02151088     0.02152346     0.02153881     0.02155694     0.02157783     0.02160149     0.02149913
     0.04441758     0.04439125     0.04436737     0.04434599     0.04432712     0.04431076     0.04429692     0.04428561     0.04427682     0.04427055     0.04426682     0.04426562     0.04426695     0.04427081     0.04427720     0.04428611     0.04429753     0.04431148     0.04432793     0.04434688     0.04444387
     0.06709482     0.06706819     0.06704411     0.06702226     0.06700265     0.06698528     0.06697016     0.06695730     0.06694670     0.06693835     0.06693227     0.06692845     0.06692688     0.06692757     0.06693051     0.06693570     0.06694313     0.06695279     0.06696467     0.06697877     0.06725103
     0.08965696     0.08963035     0.08960633     0.08958425     0.08956411     0.08954593     0.08952971     0.08951545     0.08950316     0.08949283     0.08948448     0.08947808     0.08947365     0.08947118     0.08947066     0.08947209     0.08947545     0.08948074     0.08948795     0.08949705     0.08992087
     0.11210395     0.11207767     0.11205394     0.11203185     0.11201139     0.11199258     0.11197541     0.11195989     0.11194603     0.11193382     0.11192326     0.11191435     0.11190708     0.11190146     0.11189746     0.11189509     0.11189434     0.11189518     0.11189762     0.11190163     0.11245366
     0.13443577     0.13441008     0.13438687     0.13436496     0.13434436     0.13432508     0.13430711     0.13429046     0.13427514     0.13426113     0.13424844     0.13423706     0.13422699     0.13421822     0.13421074     0.13420455     0.13419964     0.13419598     0.13419357     0.13419239     0.13484967
     0.15665236     0.15662752     0.15660502     0.15658348     0.15656290     0.15654330     0.15652466     0.15650700     0.15649031     0.15647458     0.15645982     0.15644603     0.15643318     0.15642129     0.15641033     0.15640031     0.15639120     0.15638299     0.15637568     0.15636924     0.15710914
     0.17875369     0.17872993     0.17870831     0.17868730     0.17866689     0.17864710     0.17862791     0.17860934     0.17859137     0.17857400     0.17855724     0.17854107     0.17852549     0.17851049     0.17849606     0.17848219     0.17846886     0.17845608     0.17844382     0.17843206     0.17923236
     0.20073973     0.20071726     0.20069667     0.20067632     0.20065621     0.20063634     0.20061670     0.20059731     0.20057815     0.20055921     0.20054050     0.20052200     0.20050372     0.20048563     0.20046774     0.20045003     0.20043249     0.20041511     0.20039787     0.20038077     0.20121958
     0.22261043     0.22258942     0.22256999     0.22255043     0.22253072     0.22251088     0.22249089     0.22247076     0.22245047     0.22243002     0.22240942     0.22238864     0.22236768     0.22234654     0.22232521     0.22230367     0.22228191     0.22225993     0.22223771     0.22221525     0.22307106
     0.24436576     0.24434637     0.24432821     0.24430952     0.24429032     0.24427058     0.24425031     0.24422951     0.24420816     0.24418626     0.24416381     0.24414079     0.24411721     0.24409304     0.24406829     0.24404294     0.24401699     0.24399042     0.24396323     0.24393540     0.24478708
     0.26600568     0.26598804     0.26597123     0.26595350     0.26593486     0.26591531     0.26589482     0.26587341     0.26585105     0.26582775     0.26580350     0.26577828     0.26575211     0.26572495     0.26569682     0.26566769     0.26563757     0.26560644     0.26557429     0.26554112     0.26636788
     0.28753014     0.28751437     0.28749896     0.28748225     0.28746424     0.28744491     0.28742426     0.28740228     0.28737896     0.28735430     0.28732829     0.28730092     0.28727219     0.28724209     0.28721061     0.28717775     0.28714349     0.28710784     0.28707078     0.28703231     0.28781374
     0.30893912     0.30892529     0.30891133     0.30889567     0.30887832     0.30885925     0.30883847     0.30881596     0.30879172     0.30876574     0.30873801     0.30870853     0.30867729     0.30864428     0.30860950     0.30857295     0.30853461     0.30849449     0.30845257     0.30840886     0.30912491
