HEAD
    -0.00180302     0.06476894     0.13314899     0.20118496     0.26887664     0.33622380     0.40322623     0.46988372     0.53619604     0.60216299     0.66778434     0.73305988     0.79798939     0.86257267     0.92680948     0.99069962     1.05424286     1.11743900     1.18028781     1.24278907     1.30494258
    -0.00182565     0.06474031     0.13311187     0.20113982     0.26882392     0.33616394     0.40315964     0.46981079     0.53611713     0.60207843     0.66769446     0.73296496     0.79788971     0.86246846     0.92670097     0.99058699     1.05412629     1.11731863     1.18016376     1.24266143     1.30481275
    -0.00184496     0.06470433     0.13305663     0.20106579     0.26873156     0.33605368     0.40303187     0.46966589     0.53595546     0.60190032     0.66750022     0.73275488     0.79766404     0.86222744     0.92644481     0.99031588     1.05384039     1.11701807     1.17984866     1.24233187     1.30446596
    -0.00186015     0.06466146     0.13298342     0.20096276     0.26859918     0.33589240     0.40284213     0.46944810     0.53571000     0.60162757     0.66720050     0.73242851     0.79731131     0.86184862     0.92604014     0.98988559     1.05338466     1.11653708     1.17934256     1.24180079     1.30390397
    -0.00187121     0.06461170     0.13289224     0.20083069     0.26842673     0.33568005     0.40259035     0.46915732     0.53538065     0.60126002     0.66679514     0.73198568     0.79683133     0.86133180     0.92548675     0.98929589     1.05275890     1.11587546     1.17864527     1.24106801     1.30312725
    -0.00187815     0.06455505     0.13278307     0.20066955     0.26821417     0.33541657     0.40227645     0.46879345     0.53496726     0.60079755     0.66628397     0.73142620     0.79622390     0.86067676     0.92478442     0.98854657     1.05196287     1.11503299     1.17775659     1.24013335     1.30213629
    -0.00188096     0.06449149     0.13265589     0.20047932     0.26796144     0.33510189     0.40190032     0.46835638     0.53446971     0.60023997     0.66566681     0.73074987     0.79548881     0.85988328     0.92393293     0.98763740     1.05099636     1.11400945     1.17667633     1.23899665     1.30093154
    -0.00187965     0.06442102     0.13251067     0.20025995     0.26766849     0.33473592     0.40146186     0.46784596     0.53388784     0.59958713     0.66494347     0.72995649     0.79462584     0.85895114     0.92293203     0.98656815     1.04985914     1.11280464     1.17540428     1.23765772     1.29951349
    -0.00187421     0.06434363     0.13234740     0.20001140     0.26733525     0.33431857     0.40096097     0.46726207     0.53322148     0.59883884     0.66411375     0.72904585     0.79363475     0.85788009     0.92178149     0.98533857     1.04855097     1.11141832     1.17394025     1.23611638     1.29788259
    -0.00186464     0.06425931     0.13216604     0.19973362     0.26696165     0.33384975     0.40039751     0.46660456     0.53247048     0.59799491     0.66317745     0.72801771     0.79251532     0.85666990     0.92048105     0.98394842     1.04707162     1.10985027     1.17228401     1.23437246     1.29603933
    -0.00185093     0.06416804     0.13196655     0.19942654     0.26654760     0.33332935     0.39977137     0.46587327     0.53163466     0.59705514     0.66213433     0.72687185     0.79126729     0.85532029     0.91903047     0.98239744     1.04542082     1.10810026     1.17043536     1.23242578     1.29398416
    -0.00183310     0.06406981     0.13174890     0.19909011     0.26609302     0.33275725     0.39908238     0.46506803     0.53071381     0.59601932     0.66098418     0.72560800     0.78989041     0.85383102     0.91742946     0.98068536     1.04359834     1.10616804     1.16839410     1.23027614     1.29171755
    -0.00181113     0.06396459     0.13151305     0.19872426     0.26559782     0.33213333     0.39833042     0.46418868     0.52970775     0.59488723     0.65972675     0.72422593     0.78838441     0.85220181     0.91567777     0.97881192     1.04160392     1.10405339     1.16615999     1.22792336     1.28923998
    -0.00178502     0.06385238     0.13125895     0.19832891     0.26506188     0.33145747     0.39751531     0.46323503     0.52861626     0.59365863     0.65836179     0.72272537     0.78674901     0.85043237     0.91377510     0.97677685     1.03943728     1.10175605     1.16373282     1.22536727     1.28655192
